gpssec acc_x(m/s^2) acc_y(m/s^2) acc_z(m/s^2) gyro_x(rad/s) gyro_y(rad/s)  gyro_z(rad/s)
72586.682086 -0.469543 0.185425 -10.006958 -0.001678 0.001342 -0.000336
72586.691844 -0.478516 0.131592 -10.015930 -0.002684 0.000671 -0.003020
72586.702098 -0.481506 0.110657 -10.081726 -0.003020 -0.000336 -0.003691
72586.713184 -0.505432 0.128601 -10.081726 -0.003691 -0.000336 -0.003188
72586.725688 -0.508423 0.146545 -10.018921 -0.002349 0.001007 -0.002684
72586.732111 -0.472534 0.188416 -10.009949 -0.001342 -0.000336 -0.002349
72586.742097 -0.478516 0.152527 -10.027893 -0.007047 -0.001678 -0.004027
72586.751828 -0.487488 0.125610 -10.060791 -0.007047 0.000336 -0.000671
72586.762084 -0.499451 0.197388 -10.048828 -0.002349 0.002684 0.002013
72586.771816 -0.514404 0.173462 -9.983032 -0.001007 0.000336 -0.000671
72586.782094 -0.508423 0.122620 -10.003967 -0.002684 -0.000671 -0.000671
72586.791826 -0.499451 0.167480 -10.096680 -0.005369 0.000671 0.000671
72586.802078 -0.478516 0.191406 -10.084717 -0.002684 0.000336 -0.000671
72586.813165 -0.466553 0.143555 -10.021912 -0.003020 0.000336 -0.003691
72586.825673 -0.481506 0.134583 -10.030884 -0.001342 0.000671 -0.003356
72586.832092 -0.496460 0.149536 -10.069763 -0.001342 0.000336 -0.003691
72586.842076 -0.472534 0.173462 -10.072754 -0.003356 0.000671 -0.000671
72586.851808 -0.439636 0.182434 -10.042847 -0.000671 0.001174 -0.000671
72586.862062 -0.448608 0.143555 -10.036865 -0.004698 0.001678 -0.003020
72586.871793 -0.481506 0.119629 -10.087708 -0.003691 0.003356 -0.003691
72586.882074 -0.496460 0.128601 -10.108643 -0.004698 0.001342 -0.002684
72586.891807 -0.496460 0.137573 -10.054810 -0.006711 -0.000671 -0.002013
72586.902087 -0.469543 0.185425 -10.015930 -0.003691 -0.001678 -0.001007
72586.913147 -0.448608 0.179443 -10.018921 -0.003356 -0.002684 -0.000336
72586.925649 -0.460571 0.140564 -10.027893 -0.002684 -0.000168 -0.001007
72586.932077 -0.490479 0.170471 -10.060791 -0.002013 0.002349 -0.000671
72586.942062 -0.508423 0.164490 -10.051819 -0.002013 0.000839 -0.002684
72586.951790 -0.514404 0.104675 -10.006958 -0.004698 -0.000671 -0.002013
72586.962069 -0.472534 0.146545 -10.033875 -0.004027 0.003020 -0.001510
72586.971803 -0.457581 0.209351 -10.063782 -0.002349 0.002684 -0.001007
72586.982060 -0.487488 0.164490 -10.024902 -0.002684 0.002237 -0.002684
72586.991786 -0.499451 0.134583 -10.018921 -0.003356 0.001790 -0.002013
72587.000000 -0.518616 0.134583 -10.030899 -0.003893 0.001431 -0.001207
72587.002040 -0.523376 0.134583 -10.033875 -0.004027 0.001342 -0.001007
72587.013153 -0.520386 0.137573 -10.045837 -0.004362 0.002349 -0.003356
72587.025596 -0.493469 0.197388 -10.039856 -0.003020 0.000671 -0.002684
72587.032022 -0.475525 0.197388 -10.015930 -0.000671 -0.001007 -0.001678
72587.042035 -0.478516 0.116638 -10.024902 -0.002684 0.001342 0.001007
72587.051769 -0.499451 0.107666 -10.066772 -0.003356 0.001678 -0.001007
72587.062021 -0.517395 0.134583 -10.066772 -0.003691 0.002013 -0.004027
72587.071753 -0.487488 0.158508 -10.042847 -0.004362 0.002349 -0.005369
72587.082004 -0.451599 0.185425 -10.036865 -0.001007 0.002684 -0.001007
72587.091763 -0.454590 0.143555 -10.045837 -0.003691 0.000336 -0.000336
72587.102016 -0.469543 0.128601 -10.075745 -0.003356 -0.001678 -0.005033
72587.113103 -0.475525 0.185425 -10.078735 -0.007047 0.001007 -0.001007
72587.125599 -0.502441 0.146545 -10.015930 -0.006376 0.000336 0.003020
72587.132029 -0.487488 0.104675 -10.030884 -0.002013 0.001342 -0.002013
72587.142013 -0.460571 0.161499 -10.099670 -0.002013 0.002349 -0.005369
72587.151746 -0.457581 0.164490 -10.078735 -0.005369 0.003356 -0.002013
72587.161999 -0.454590 0.137573 -10.027893 -0.003356 0.000336 -0.002349
72587.171731 -0.478516 0.152527 -10.036865 -0.002684 0.001678 -0.002684
72587.182011 -0.514404 0.128601 -10.051819 -0.001678 0.000336 -0.001342
72587.191743 -0.487488 0.167480 -10.051819 -0.003356 0.000336 -0.001678
72587.201997 -0.451599 0.239258 -10.027893 -0.004698 0.000671 -0.003020
72587.213082 -0.451599 0.179443 -10.027893 -0.004362 0.002013 -0.001007
72587.225579 -0.445618 0.122620 -10.072754 -0.003691 -0.001678 -0.001678
72587.232010 -0.487488 0.152527 -10.066772 -0.003859 -0.000336 -0.002349
72587.241994 -0.514404 0.149536 -10.033875 -0.004027 0.001678 -0.001007
72587.251727 -0.469543 0.167480 -10.036865 -0.005033 0.000336 -0.000336
72587.261980 -0.436646 0.188416 -10.042847 -0.004027 -0.000336 -0.004362
72587.271740 -0.445618 0.128601 -10.045837 -0.003020 -0.000671 -0.002013
72587.281992 -0.478516 0.131592 -10.078735 -0.004194 -0.002013 0.000336
72587.291724 -0.505432 0.197388 -10.063782 -0.005369 0.000336 -0.003691
72587.302003 -0.514404 0.152527 -10.000977 -0.004698 0.000336 -0.001678
72587.313072 -0.493469 0.137573 -10.018921 -0.000336 0.000671 -0.001678
72587.325561 -0.472534 0.188416 -10.072754 -0.001342 0.000671 -0.001007
72587.331989 -0.469543 0.173462 -10.045837 -0.005033 0.000671 -0.001678
72587.341974 -0.466553 0.152527 -10.030884 -0.005369 -0.001678 -0.000336
72587.351708 -0.496460 0.143555 -10.063782 -0.005369 -0.000671 -0.003020
72587.361987 -0.523376 0.125610 -10.078735 -0.003020 0.004362 -0.002349
72587.371719 -0.520386 0.185425 -10.045837 -0.003691 0.002684 -0.002517
72587.381971 -0.475525 0.227295 -10.012939 -0.003356 -0.002349 -0.002684
72587.391705 -0.472534 0.164490 -10.018921 -0.002349 -0.001007 -0.001007
72587.401983 -0.496460 0.116638 -10.054810 -0.001007 0.000671 -0.002517
72587.413053 -0.520386 0.128601 -10.069763 -0.002013 0.000336 -0.004027
72587.425541 -0.514404 0.122620 -10.054810 -0.002013 0.000671 -0.003356
72587.431971 -0.478516 0.176453 -10.048828 -0.005033 0.003020 -0.003356
72587.441981 -0.457581 0.194397 -10.033875 -0.005704 0.001342 -0.003356
72587.451714 -0.457581 0.122620 -10.039856 -0.003356 -0.000336 -0.003691
72587.461967 -0.472534 0.128601 -10.087708 -0.002013 0.001678 -0.002349
72587.471700 -0.493469 0.161499 -10.063782 -0.001007 -0.000671 -0.002684
72587.481953 -0.508423 0.125610 -10.000977 -0.004698 0.001678 -0.001846
72587.491686 -0.490479 0.152527 -10.015930 -0.004027 0.000671 -0.001007
72587.501965 -0.472534 0.185425 -10.066772 -0.004698 -0.000336 -0.006376
72587.513057 -0.466553 0.140564 -10.060791 -0.003356 0.002349 -0.001678
72587.525547 -0.454590 0.128601 -10.033875 -0.002684 0.001510 0.000336
72587.531977 -0.481506 0.125610 -10.021912 -0.006376 0.000671 -0.000671
72587.541961 -0.520386 0.116638 -10.051819 -0.005033 -0.001342 0.000336
72587.551695 -0.487488 0.188416 -10.081726 -0.001342 -0.003020 -0.001678
72587.561947 -0.457581 0.212341 -10.015930 -0.003356 0.001678 -0.000671
72587.571678 -0.463562 0.119629 -9.989014 -0.002349 0.002684 -0.003356
72587.581960 -0.463562 0.104675 -10.081726 -0.000671 0.001510 -0.000336
72587.591692 -0.508423 0.146545 -10.099670 -0.003020 0.000336 -0.001342
72587.601947 -0.511414 0.146545 -10.039856 -0.004698 -0.000671 -0.003356
72587.613041 -0.448608 0.185425 -10.021912 -0.003020 0.001342 -0.001342
72587.625532 -0.433655 0.188416 -10.033875 -0.003356 0.002013 -0.001007
72587.631958 -0.469543 0.131592 -10.075745 -0.001007 -0.001678 -0.003691
72587.641945 -0.508423 0.149536 -10.081726 -0.003356 -0.000336 -0.004027
72587.651681 -0.529358 0.170471 -10.021912 -0.007718 0.003020 -0.004362
72587.661956 -0.514404 0.131592 -10.015930 -0.006040 0.001342 -0.001342
72587.671669 -0.481506 0.158508 -10.078735 -0.002684 -0.002013 -0.001510
72587.681940 -0.475525 0.194397 -10.072754 -0.003356 -0.002684 -0.001678
72587.691675 -0.478516 0.164490 -10.015930 -0.003020 0.000336 -0.003356
72587.701925 -0.487488 0.164490 -10.033875 -0.001342 0.002684 -0.002349
72587.713013 -0.517395 0.152527 -10.069763 -0.001007 0.000671 0.001678
72587.725509 -0.514404 0.134583 -10.060791 -0.004698 0.001678 -0.000336
72587.731936 -0.463562 0.194397 -10.039856 -0.006040 0.001678 -0.003356
72587.741924 -0.454590 0.212341 -10.042847 -0.004362 0.001510 -0.001342
72587.751665 -0.457581 0.122620 -10.057800 -0.002349 0.001342 -0.002684
72587.761938 -0.472534 0.101685 -10.054810 -0.001678 0.000336 -0.000671
72587.771675 -0.496460 0.122620 -10.045837 -0.004027 -0.000671 -0.001678
72587.781921 -0.496460 0.140564 -10.051819 -0.000671 0.000671 -0.002684
72587.791657 -0.460571 0.209351 -10.045837 -0.001678 0.001342 -0.002684
72587.801933 -0.424683 0.200378 -10.006958 -0.004362 0.001007 -0.001342
72587.813018 -0.448608 0.128601 -10.033875 -0.006040 -0.002349 -0.001007
72587.825490 -0.493469 0.164490 -10.090698 -0.002349 -0.001678 -0.000671
72587.831926 -0.520386 0.182434 -10.024902 -0.001342 0.002684 -0.000671
72587.841930 -0.508423 0.131592 -9.968079 -0.001342 0.001342 -0.002349
72587.851636 -0.466553 0.161499 -10.048828 -0.001678 0.003356 0.000336
72587.861916 -0.454590 0.188416 -10.099670 -0.004362 0.001678 0.001007
72587.871648 -0.448608 0.146545 -10.042847 -0.005033 0.001007 -0.002349
72587.881927 -0.451599 0.140564 -10.012939 -0.003020 0.001678 -0.004698
72587.891669 -0.484497 0.119629 -10.063782 -0.004027 0.000671 -0.005369
72587.901914 -0.493469 0.116638 -10.105652 -0.003356 -0.000336 -0.001007
72587.913000 -0.457581 0.203369 -10.066772 -0.004362 0.001342 0.000336
72587.925497 -0.448608 0.212341 -10.009949 -0.001678 0.001007 -0.002684
72587.931926 -0.463562 0.131592 -10.042847 -0.000336 0.002013 -0.001342
72587.941911 -0.487488 0.107666 -10.102661 -0.003356 -0.002013 -0.000671
72587.951644 -0.517395 0.125610 -10.051819 -0.006376 -0.002349 -0.002013
72587.961897 -0.517395 0.146545 -10.006958 -0.001342 0.000671 0.001342
72587.971631 -0.478516 0.197388 -10.027893 -0.004027 0.001342 -0.002684
72587.981912 -0.469543 0.176453 -10.036865 -0.008725 0.002684 -0.005704
72587.991645 -0.490479 0.125610 -10.039856 -0.003356 0.000336 -0.003356
72588.000000 -0.512420 0.152427 -10.054483 -0.001441 -0.001306 -0.001167
72588.001895 -0.517395 0.158508 -10.057800 -0.001007 -0.001678 -0.000671
72588.012982 -0.538330 0.158508 -10.024902 -0.004698 -0.002013 -0.001678
72588.025507 -0.529358 0.125610 -9.997986 -0.005033 0.001007 -0.002349
72588.031936 -0.505432 0.170471 -10.024902 -0.001678 0.002349 -0.005369
72588.041921 -0.487488 0.179443 -10.054810 -0.001007 -0.001678 -0.003020
72588.051655 -0.496460 0.137573 -10.045837 -0.006040 -0.002684 0.001007
72588.061907 -0.505432 0.137573 -10.030884 -0.004027 0.000336 -0.001510
72588.071671 -0.517395 0.122620 -10.021912 -0.003859 0.002684 -0.004027
72588.081919 -0.505432 0.134583 -10.048828 -0.003691 0.002125 -0.003020
72588.091653 -0.478516 0.209351 -10.072754 -0.006040 0.001566 -0.002181
72588.101905 -0.469543 0.197388 -10.030884 -0.004362 0.001007 -0.001342
72588.112990 -0.469543 0.107666 -10.024902 -0.002349 0.001678 -0.001510
72588.125490 -0.487488 0.104675 -10.084717 -0.003356 0.002349 -0.001678
72588.131917 -0.517395 0.134583 -10.084717 -0.003356 0.005369 -0.004362
72588.141901 -0.484497 0.161499 -10.039856 -0.002684 0.002013 -0.000671
72588.151660 -0.445618 0.194397 -10.015930 -0.004362 -0.000671 -0.000336
72588.161915 -0.454590 0.158508 -10.036865 -0.003691 -0.000336 -0.003356
72588.171646 -0.469543 0.137573 -10.090698 -0.001342 -0.004027 -0.002013
72588.181899 -0.469543 0.176453 -10.081726 -0.002349 -0.000671 -0.001342
72588.191631 -0.490479 0.164490 -9.994995 -0.006040 0.002013 -0.001342
72588.201912 -0.484497 0.149536 -10.009949 -0.003691 0.001342 0.000336
72588.213004 -0.454590 0.191406 -10.102661 -0.000336 0.003020 -0.002349
72588.225473 -0.442627 0.179443 -10.072754 -0.003020 0.001678 -0.003020
72588.231895 -0.445618 0.143555 -10.006958 -0.004698 0.000503 -0.001678
72588.241909 -0.475525 0.161499 -10.033875 -0.002013 -0.000671 -0.000336
72588.251641 -0.523376 0.149536 -10.066772 -0.005369 0.004027 -0.002181
72588.261894 -0.511414 0.173462 -10.048828 -0.003020 0.002684 -0.004027
72588.271626 -0.466553 0.227295 -10.006958 0.000336 -0.001342 -0.003020
72588.281906 -0.472534 0.173462 -10.015930 -0.002349 -0.003691 -0.001846
72588.291647 -0.481506 0.104675 -10.075745 -0.004362 -0.001007 -0.000671
72588.301896 -0.505432 0.128601 -10.069763 -0.002349 -0.000839 -0.002013
72588.312978 -0.523376 0.140564 -10.024902 -0.002684 -0.000671 -0.003020
72588.325477 -0.493469 0.164490 -10.036865 -0.004362 0.004027 -0.002349
72588.331904 -0.469543 0.203369 -10.030884 -0.002684 0.004027 -0.002684
72588.341887 -0.493469 0.146545 -9.986023 -0.004698 -0.000671 -0.000671
72588.351621 -0.511414 0.122620 -10.039856 -0.001678 -0.004362 -0.001174
72588.361875 -0.532349 0.158508 -10.084717 -0.004027 -0.001007 -0.001678
72588.371606 -0.541321 0.128601 -10.024902 -0.004362 0.002349 -0.003356
72588.381886 -0.484497 0.113647 -10.015930 -0.003020 0.001342 -0.002013
72588.391626 -0.463562 0.173462 -10.066772 -0.004362 0.002684 -0.003020
72588.401873 -0.466553 0.173462 -10.072754 -0.002684 0.001007 -0.001007
72588.412958 -0.463562 0.143555 -10.048828 -0.003020 0.000839 -0.002684
72588.425454 -0.502441 0.122620 -10.027893 -0.003020 0.000671 -0.004362
72588.431884 -0.532349 0.095703 -10.042847 -0.004362 0.000336 -0.002349
72588.441870 -0.514404 0.152527 -10.063782 -0.002684 0.001342 -0.000671
72588.451601 -0.472534 0.203369 -10.033875 -0.004362 0.002349 0.001342
72588.461880 -0.460571 0.125610 -9.997986 -0.005704 0.001007 -0.002013
72588.471613 -0.466553 0.083740 -10.045837 -0.001678 0.000336 -0.006376
72588.481866 -0.493469 0.116638 -10.093689 0.000336 -0.002349 -0.002684
72588.491599 -0.505432 0.128601 -10.048828 -0.003020 -0.002349 0.001342
72588.501853 -0.451599 0.161499 -10.012939 -0.004698 0.004027 -0.000336
72588.512965 -0.424683 0.182434 -10.033875 -0.004027 0.001342 -0.006711
72588.525436 -0.442627 0.122620 -10.072754 -0.005704 0.001678 -0.005033
72588.531864 -0.478516 0.134583 -10.075745 -0.001678 -0.000671 -0.001510
72588.541850 -0.496460 0.173462 -9.992004 -0.000336 -0.003020 0.002013
72588.551582 -0.484497 0.134583 -9.971069 -0.005704 -0.000336 -0.002013
72588.561865 -0.454590 0.158508 -10.084717 -0.002013 0.002684 -0.003020
72588.571594 -0.448608 0.194397 -10.105652 -0.003020 0.002684 -0.002684
72588.581846 -0.457581 0.167480 -10.009949 -0.006040 -0.001007 -0.001678
72588.591580 -0.457581 0.155518 -10.012939 -0.002684 -0.003356 0.000336
72588.601861 -0.484497 0.143555 -10.087708 -0.003020 -0.001510 -0.001342
72588.612946 -0.523376 0.158508 -10.072754 -0.006376 0.000336 -0.001846
72588.625444 -0.496460 0.239258 -10.003967 -0.003691 0.000336 -0.002349
72588.631873 -0.466553 0.227295 -10.000977 -0.001678 -0.002013 -0.001007
72588.641858 -0.466553 0.143555 -10.066772 -0.004362 0.000336 -0.001342
72588.651590 -0.484497 0.143555 -10.087708 -0.001007 0.001007 -0.001342
72588.661843 -0.514404 0.167480 -10.039856 -0.002013 0.000336 -0.002349
72588.671575 -0.523376 0.167480 -10.024902 -0.004362 -0.000336 -0.004362
72588.681829 -0.490479 0.221313 -10.054810 -0.003020 0.002349 -0.002684
72588.691587 -0.472534 0.194397 -10.036865 -0.004698 -0.000336 -0.001342
72588.701840 -0.484497 0.128601 -10.039856 -0.002349 -0.003020 -0.002013
72588.712922 -0.508423 0.179443 -10.078735 -0.002013 -0.001678 -0.003691
72588.725397 -0.553284 0.188416 -10.033875 -0.003356 0.001342 0.000671
72588.731828 -0.532349 0.125610 -9.986023 -0.002684 0.003356 0.001342
72588.741837 -0.481506 0.158508 -10.033875 0.001007 0.002013 -0.002684
72588.751569 -0.484497 0.191406 -10.075745 -0.005369 0.000671 -0.001678
72588.761849 -0.499451 0.149536 -10.054810 -0.004027 0.002013 -0.000671
72588.771557 -0.487488 0.125610 -10.015930 -0.003356 0.001007 -0.002013
72588.781836 -0.505432 0.116638 -9.994995 -0.002684 0.000336 -0.000336
72588.791567 -0.505432 0.137573 -10.057800 -0.005033 0.000671 -0.002013
72588.801822 -0.466553 0.197388 -10.093689 -0.002013 0.003356 -0.003691
72588.812906 -0.466553 0.176453 -10.006958 -0.004362 0.003020 -0.002013
72588.825405 -0.466553 0.101685 -10.000977 -0.003020 -0.003020 -0.001678
72588.831833 -0.481506 0.101685 -10.090698 -0.002349 -0.001007 -0.000336
72588.841819 -0.502441 0.131592 -10.081726 -0.006711 0.003356 -0.003020
72588.851551 -0.469543 0.155518 -10.012939 -0.003356 0.001342 -0.004362
72588.861803 -0.424683 0.167480 -10.009949 -0.001678 0.001678 -0.001678
72588.871533 -0.427673 0.122620 -10.060791 -0.001678 0.001510 0.000336
72588.881816 -0.463562 0.116638 -10.096680 -0.002349 0.001342 -0.001007
72588.891549 -0.499451 0.164490 -10.072754 -0.003691 0.000336 -0.004698
72588.901801 -0.505432 0.134583 -10.009949 -0.001678 0.000671 -0.003356
72588.912913 -0.475525 0.116638 -10.024902 -0.003356 0.001342 -0.002684
72588.925384 -0.466553 0.167480 -10.087708 -0.005704 0.002349 0.002349
72588.931812 -0.463562 0.155518 -10.060791 -0.006711 -0.002013 0.000336
72588.941798 -0.451599 0.131592 -10.021912 -0.004362 -0.002349 -0.005033
72588.951531 -0.484497 0.137573 -10.054810 -0.001678 -0.001342 -0.002349
72588.961810 -0.511414 0.116638 -10.087708 -0.002684 -0.000336 -0.002013
72588.971542 -0.487488 0.158508 -10.054810 -0.003020 0.001007 0.000671
72588.981796 -0.463562 0.215332 -9.997986 -0.003020 0.003020 0.001678
72588.991529 -0.475525 0.152527 -10.015930 -0.003691 -0.003020 -0.002684
72589.000000 -0.495242 0.122951 -10.060294 -0.002862 -0.003297 -0.003238
72589.001808 -0.499451 0.116638 -10.069763 -0.002684 -0.003356 -0.003356
72589.012894 -0.532349 0.152527 -10.045837 -0.004027 -0.001678 -0.003356
72589.025391 -0.535339 0.167480 -9.992004 -0.004027 -0.000000 -0.003020
72589.031820 -0.496460 0.188416 -10.015930 -0.001678 0.001678 -0.002684
72589.041804 -0.484497 0.197388 -10.030884 -0.003691 0.002013 0.000336
72589.051537 -0.502441 0.155518 -10.000977 -0.005704 0.003691 0.000671
72589.061791 -0.511414 0.164490 -10.039856 -0.005704 -0.000671 -0.003020
72589.071523 -0.523376 0.185425 -10.060791 -0.003691 0.000671 -0.001007
72589.081779 -0.535339 0.137573 -10.009949 -0.002013 0.002684 -0.002181
72589.091536 -0.514404 0.158508 -10.018921 -0.003020 -0.001007 -0.003356
72589.101789 -0.499451 0.218323 -10.060791 -0.001342 -0.002013 -0.001342
72589.112874 -0.478516 0.188416 -10.051819 -0.003691 -0.003020 0.000671
72589.125371 -0.475525 0.161499 -10.054810 -0.004027 -0.001007 -0.001678
72589.131802 -0.508423 0.158508 -10.051819 -0.003356 0.001007 -0.001342
72589.141787 -0.520386 0.164490 -10.048828 -0.003356 0.003691 -0.004362
72589.151529 -0.472534 0.206360 -10.057800 -0.001678 0.004362 -0.003691
72589.161773 -0.463562 0.179443 -10.033875 -0.001678 0.000671 0.000336
72589.171505 -0.490479 0.113647 -10.030884 -0.003020 0.000336 -0.001342
72589.181783 -0.526367 0.116638 -10.054810 -0.002349 0.001007 -0.003356
72589.191515 -0.511414 0.140564 -10.054810 -0.002013 -0.002349 -0.004027
72589.201771 -0.478516 0.134583 -10.030884 -0.003356 -0.002684 -0.003356
72589.212856 -0.460571 0.152527 -10.027893 -0.005033 0.003020 -0.001678
72589.225355 -0.454590 0.140564 -10.036865 -0.003356 0.001342 -0.000671
72589.231780 -0.472534 0.128601 -10.063782 -0.000671 0.000447 -0.000671
72589.241768 -0.484497 0.143555 -10.048828 -0.004027 -0.000447 -0.001678
72589.251499 -0.490479 0.128601 -9.986023 -0.007382 -0.001342 -0.002684
72589.261779 -0.469543 0.116638 -10.018921 -0.006711 -0.000000 -0.004027
72589.271511 -0.451599 0.158508 -10.099670 -0.001007 0.001342 -0.003803
72589.281768 -0.466553 0.155518 -10.060791 -0.000336 0.002684 -0.003579
72589.291497 -0.484497 0.113647 -10.006958 -0.006711 0.000336 -0.003356
72589.301777 -0.490479 0.119629 -10.036865 -0.004362 0.001007 -0.003020
72589.312839 -0.490479 0.155518 -10.069763 -0.004698 -0.000671 -0.002349
72589.325333 -0.481506 0.194397 -10.054810 -0.005033 -0.002349 -0.002013
72589.331762 -0.463562 0.173462 -10.021912 -0.004362 -0.002013 -0.003020
72589.341744 -0.472534 0.110657 -10.027893 -0.005704 -0.001678 -0.002349
72589.351505 -0.502441 0.113647 -10.075745 -0.004027 -0.000168 -0.001342
72589.361759 -0.517395 0.152527 -10.057800 -0.002684 0.001342 -0.003020
72589.371494 -0.487488 0.158508 -10.012939 -0.003691 0.000671 -0.003356
72589.381743 -0.460571 0.158508 -10.036865 -0.000336 0.001342 -0.002684
72589.391477 -0.469543 0.161499 -10.075745 -0.002349 -0.000503 -0.004362
72589.401756 -0.490479 0.146545 -10.072754 -0.005033 -0.002349 -0.000671
72589.412841 -0.499451 0.179443 -10.042847 -0.002349 -0.002684 0.001342
72589.425313 -0.508423 0.182434 -10.015930 -0.003691 0.001678 -0.000336
72589.431742 -0.499451 0.140564 -10.042847 -0.006376 0.002013 -0.002349
72589.441754 -0.481506 0.155518 -10.072754 -0.002684 0.004362 -0.002013
72589.451490 -0.478516 0.179443 -10.042847 -0.001342 0.000336 -0.001007
72589.461741 -0.478516 0.173462 -10.042847 -0.003691 -0.000671 -0.001678
72589.471473 -0.496460 0.164490 -10.054810 -0.002349 0.001007 -0.001678
72589.481733 -0.508423 0.185425 -10.042847 -0.004362 0.001119 -0.001678
72589.491488 -0.484497 0.221313 -10.039856 -0.004698 0.001230 -0.004362
72589.501737 -0.457581 0.188416 -10.054810 -0.001342 0.001342 -0.002349
72589.512823 -0.466553 0.125610 -10.054810 -0.001678 0.001678 -0.002013
72589.525321 -0.505432 0.146545 -10.048828 -0.003020 -0.000336 -0.001342
72589.531754 -0.523376 0.173462 -10.045837 -0.002349 0.000671 -0.002013
72589.541735 -0.493469 0.158508 -10.030884 -0.006376 0.000671 -0.002684
72589.551468 -0.445618 0.176453 -10.009949 -0.001342 0.001342 -0.000671
72589.561731 -0.439636 0.167480 -10.012939 -0.001678 -0.001342 0.000336
72589.571480 -0.469543 0.122620 -10.066772 -0.002013 -0.001342 -0.001678
72589.581733 -0.499451 0.155518 -10.099670 -0.004698 0.000671 -0.001342
72589.591473 -0.514404 0.158508 -10.024902 -0.003691 0.004027 -0.002349
72589.601727 -0.493469 0.110657 -10.006958 -0.004698 0.000336 -0.003356
72589.612803 -0.469543 0.152527 -10.069763 0.000671 -0.000671 -0.003691
72589.625301 -0.457581 0.197388 -10.054810 -0.000671 0.001342 -0.001007
72589.631738 -0.472534 0.146545 -10.012939 -0.006040 0.001342 -0.000671
72589.641714 -0.499451 0.110657 -10.042847 -0.003691 -0.000336 -0.000671
72589.651447 -0.511414 0.143555 -10.072754 -0.001007 0.001007 -0.001007
72589.661701 -0.478516 0.191406 -10.069763 -0.004027 -0.000336 -0.002013
72589.671459 -0.454590 0.167480 -10.051819 -0.007047 -0.001007 -0.001678
72589.681712 -0.460571 0.110657 -10.039856 -0.004362 -0.000671 -0.002684
72589.691445 -0.487488 0.125610 -10.060791 -0.004027 -0.000671 -0.002349
72589.701733 -0.517395 0.131592 -10.063782 -0.003691 0.002013 -0.000336
72589.712784 -0.505432 0.110657 -10.036865 -0.002684 0.002013 0.001007
72589.725280 -0.466553 0.137573 -10.039856 -0.001678 0.002013 -0.002684
72589.731710 -0.457581 0.140564 -10.069763 -0.007047 0.002349 -0.007718
72589.741718 -0.469543 0.113647 -10.075745 -0.003691 0.001678 -0.005033
72589.751424 -0.484497 0.155518 -10.069763 -0.000671 0.000671 0.000671
72589.761706 -0.505432 0.155518 -10.030884 -0.002013 -0.000503 0.000336
72589.771441 -0.502441 0.104675 -10.021912 -0.003691 -0.001678 -0.000336
72589.781693 -0.478516 0.149536 -10.057800 -0.005704 -0.000336 -0.001342
72589.791425 -0.469543 0.197388 -10.042847 -0.006040 0.000336 -0.004027
72589.801700 -0.475525 0.155518 -10.021912 -0.003691 -0.001007 -0.001678
72589.812791 -0.484497 0.128601 -10.042847 -0.003691 -0.000671 -0.001342
72589.825263 -0.508423 0.164490 -10.036865 -0.000671 0.000671 -0.002349
72589.831690 -0.490479 0.212341 -10.033875 -0.001342 0.001007 -0.001007
72589.841676 -0.466553 0.212341 -10.042847 -0.003356 0.001342 -0.003020
72589.851435 -0.463562 0.170471 -10.027893 -0.004698 0.002349 -0.002349
72589.861687 -0.499451 0.146545 -10.030884 -0.003691 -0.000336 -0.001678
72589.871421 -0.520386 0.152527 -10.063782 -0.001007 0.001510 -0.001342
72589.881673 -0.484497 0.161499 -10.057800 -0.002349 0.003356 -0.001007
72589.891431 -0.448608 0.185425 -10.027893 -0.001678 0.001007 -0.002349
72589.901685 -0.445618 0.191406 -10.021912 -0.001342 -0.001678 -0.001678
72589.912771 -0.475525 0.161499 -10.054810 -0.005369 -0.001342 -0.002684
72589.925268 -0.496460 0.170471 -10.102661 -0.005704 -0.001007 -0.004027
72589.931698 -0.508423 0.167480 -10.054810 -0.004698 0.001007 -0.002349
72589.941692 -0.493469 0.122620 -10.003967 -0.002349 0.001007 -0.002181
72589.951416 -0.472534 0.164490 -10.042847 -0.002349 -0.002013 -0.002013
72589.961668 -0.463562 0.215332 -10.078735 -0.004027 0.000336 -0.001846
72589.971427 -0.469543 0.170471 -10.039856 -0.003356 0.003691 -0.001678
72589.981681 -0.484497 0.131592 -10.012939 -0.003020 0.001342 -0.003691
72589.991413 -0.502441 0.143555 -10.033875 -0.003691 -0.002684 -0.002684
72590.000000 -0.497432 0.163592 -10.066435 -0.006220 -0.002122 -0.002403
72590.001667 -0.496460 0.167480 -10.072754 -0.006711 -0.002013 -0.002349
72590.012752 -0.481506 0.170471 -10.072754 -0.001678 0.002349 -0.001007
72590.025250 -0.469543 0.134583 -10.030884 -0.000336 0.001678 -0.001007
72590.031690 -0.475525 0.104675 -10.048828 -0.001342 0.001678 -0.002349
72590.041664 -0.505432 0.104675 -10.084717 -0.001342 0.001678 -0.002349
72590.051404 -0.493469 0.122620 -10.051819 -0.006040 0.002684 -0.002013
72590.061679 -0.451599 0.158508 -10.018921 -0.006711 0.001342 -0.003356
72590.071409 -0.448608 0.155518 -10.033875 -0.003691 -0.000336 -0.001342
72590.081664 -0.472534 0.110657 -10.072754 -0.002013 -0.000671 -0.001007
72590.091393 -0.493469 0.131592 -10.081726 -0.003020 -0.000671 -0.003020
